"","site_proj_comm","treatment","site_code","project_name","data_type","species_matched","avg_distance_all","avg_distance_NN","sd_distance_all","sd_distance_NN","n_obs","data_set"
"Rengen_Nut_0.Dactylis glomerata.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Dactylis glomerata",0.17163060419768,0.0421924725423852,0.0123118904186537,0.00724045168386306,47,"full_all"
"Rengen_Nut_0.Festuca ovina.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Festuca ovina",0.233518392155272,0.0701896210122015,0.0143915413254082,0.00633476406429554,45,"full_all"
"Rengen_Nut_0.Festuca pratensis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Festuca pratensis",0.190418149816328,0.0672663805166506,0.0165696089771703,0.0155141191834987,39,"full_all"
"Rengen_Nut_0.Festuca rubra.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Festuca rubra",0.191069555851353,0.067367933086036,0.0125360849617338,0.0140353454822063,45,"full_all"
"Rengen_Nut_0.Helictotrichon pubescens.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Helictotrichon pubescens",0.171318077394607,0.0583605431223109,0.00961336956300084,0.00731467687358654,4,"full_all"
"Rengen_Nut_0.Holcus lanatus.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Holcus lanatus",0.169018102236345,0.0566243401184501,0.0121566962749682,0.00261918931893183,47,"full_all"
"Rengen_Nut_0.Hypericum maculatum.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Hypericum maculatum",0.23281919109949,0.100798500283522,0.0128862963182214,0.0235655209650723,34,"full_all"
"Rengen_Nut_0.Lathyrus linifolius.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Lathyrus linifolius",0.356681481659993,0.166566163064267,NA,NA,1,"full_all"
"Rengen_Nut_0.Lathyrus pratensis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Lathyrus pratensis",0.356527188739432,0.210515695181795,0.0127575714238375,0.00391336795967599,18,"full_all"
"Rengen_Nut_0.Leucanthemum vulgare.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Leucanthemum vulgare",0.230839474633145,0.0901766098888895,0.0121586779793418,0.0185212834102881,30,"full_all"
"Rengen_Nut_0.Lolium perenne.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Lolium perenne",0.202187157455465,0.0716614958793816,0.0104404648106969,0.00151264905773939,7,"full_all"
"Rengen_Nut_0.Lotus corniculatus.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Lotus corniculatus",0.243187663430894,0.122001984470676,0.015094894988137,0.037989006119267,46,"full_all"
"Rengen_Nut_0.Neottia ovata.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Neottia ovata",0.299212115881171,0.139098426628616,NA,NA,1,"full_all"
"Rengen_Nut_0.Phleum pratense.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Phleum pratense",0.201544957494901,0.0571576077833049,0.0120205001965889,0.00430936311351156,28,"full_all"
"Rengen_Nut_0.Phyteuma nigrum.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Phyteuma nigrum",0.262908466256095,0.104253442650986,NA,NA,1,"full_all"
"Rengen_Nut_0.Pimpinella saxifraga.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Pimpinella saxifraga",0.172418747044213,0.0388310872899568,NA,NA,1,"full_all"
"Rengen_Nut_0.Plantago lanceolata.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Plantago lanceolata",0.19438996097481,0.0472284406843276,0.0118082608977509,0.00221657937766675,48,"full_all"
"Rengen_Nut_0.Poa pratensis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Poa pratensis",0.187730450327717,0.0665614742586973,0.0143565504838214,0.0084982361788505,46,"full_all"
"Rengen_Nut_0.Poa trivialis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Poa trivialis",0.193635394441177,0.0748097237284255,0.0140281017600451,0.00585122512448348,42,"full_all"
"Rengen_Nut_0.Potentilla erecta.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Potentilla erecta",0.173445570413872,0.0515903865339113,0.0146994619039843,0.0135929001846086,3,"full_all"
"Rengen_Nut_0.Prunella vulgaris.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Prunella vulgaris",0.199443469950657,0.0548235722760683,NA,NA,1,"full_all"
"Rengen_Nut_0.Ranunculus acris.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Ranunculus acris",0.173413091582841,0.0472284406843276,0.0115322910165576,0.00221657937766675,48,"full_all"
"Rengen_Nut_0.Ranunculus serpens.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Ranunculus serpens",0.342097653078658,0.191079266125884,0.00763279795014511,0.0574301153961852,3,"full_all"
"Rengen_Nut_0.Rhinanthus minor.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Rhinanthus minor",0.336093790469107,0.200370737868622,0.0195070321637276,0.0428654358133016,33,"full_all"
"Rengen_Nut_0.Rumex acetosa.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Rumex acetosa",0.288389920289027,0.11679432573208,0.0124241025085915,0.0117663471445796,48,"full_all"
"Rengen_Nut_0.Saxifraga granulata.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Saxifraga granulata",0.262266488827079,0.087791557506195,0.0227266941406164,0.0364369263299807,4,"full_all"
"Rengen_Nut_0.Scorzoneroides autumnalis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Scorzoneroides autumnalis",0.1647845359995,0.0470705313603474,NA,NA,1,"full_all"
"Rengen_Nut_0.Selinum carvifolia.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Selinum carvifolia",0.273622837613681,0.126110440384693,0.016779668016259,0.0376937688059554,9,"full_all"
"Rengen_Nut_0.Stachys officinalis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Stachys officinalis",0.229913382496653,0.0666684184560279,NA,NA,1,"full_all"
"Rengen_Nut_0.Stellaria graminea.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Stellaria graminea",0.263637235317007,0.067728609065266,0.0156132652743634,0.00650582266999703,4,"full_all"
"Rengen_Nut_0.Succisa pratensis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Succisa pratensis",0.204202841058389,0.0875729665927722,0.0112397736757515,0.00992551103236278,9,"full_all"
"Rengen_Nut_0.Trifolium dubium.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Trifolium dubium",0.406893788415433,0.20483616879136,0.0110215308982776,0.0301501421926261,19,"full_all"
"Rengen_Nut_0.Trifolium hybridum.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Trifolium hybridum",0.232229833780596,0.0740651037674943,0.00438711414654211,0.00647438476903432,3,"full_all"
"Rengen_Nut_0.Trifolium pratense.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Trifolium pratense",0.318399544916869,0.155858976082208,0.0128367339924507,0.0187721951072602,37,"full_all"
"Rengen_Nut_0.Trifolium repens.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Trifolium repens",0.241773970491519,0.0680278439212099,0.0132650665216142,0.0101351214540066,14,"full_all"
"Rengen_Nut_0.Trisetum flavescens.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Trisetum flavescens",0.173290924849575,0.0425512582104393,0.0131019858610715,0.00758206019553305,48,"full_all"
"Rengen_Nut_0.Veronica arvensis.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Veronica arvensis",0.440790339574476,0.221593834336516,0.00813940263565853,0.0127356663260142,16,"full_all"
"Rengen_Nut_0.Veronica chamaedrys.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Veronica chamaedrys",0.256061849947396,0.0665763304481026,0.00541281962177875,0.00120398363900629,2,"full_all"
"Rengen_Nut_0.Veronica serpyllifolia.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Veronica serpyllifolia",0.24295644911079,0.061364580346967,0.0183666587431732,0.00166206968419634,2,"full_all"
"Rengen_Nut_0.Viola canina.CaNP","Rengen_Nut_0","CaNP","Rengen","Nut","cover","Viola canina",0.24543684019342,0.0992439547724541,0.0102846335927562,0.00565232825499349,4,"full_all"
"Rengen_Nut_0.Agrostis capillaris.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Agrostis capillaris",0.194117978188964,0.0507006955546736,NA,NA,1,"full_all"
"Rengen_Nut_0.Alopecurus pratensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Alopecurus pratensis",0.184647460145934,0.070153928083142,0.0152744010453656,0.00435157245381785,50,"full_all"
"Rengen_Nut_0.Angelica sylvestris.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Angelica sylvestris",0.370914868768869,0.112879185967226,0.0134699421149358,0.00731834006930514,8,"full_all"
"Rengen_Nut_0.Anthoxanthum odoratum.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Anthoxanthum odoratum",0.244559098825648,0.15557919970931,0.00882770893269706,0.00562392603249295,7,"full_all"
"Rengen_Nut_0.Anthriscus sylvestris.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Anthriscus sylvestris",0.355227673596609,0.214204571443446,0.0259170288044915,0.0128929240286805,31,"full_all"
"Rengen_Nut_0.Arrhenatherum elatius.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Arrhenatherum elatius",0.262729509852911,0.120209106992203,0.0276684004546023,0.0227125648783222,50,"full_all"
"Rengen_Nut_0.Bellis perennis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Bellis perennis",0.239192404781712,0.117289237218093,0.00711015326892298,0.00388495888093273,3,"full_all"
"Rengen_Nut_0.Bromus hordeaceus.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Bromus hordeaceus",0.327143310659199,0.207371181538109,0.0125798504701758,0.023617566070876,33,"full_all"
"Rengen_Nut_0.Bromus inermis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Bromus inermis",0.258156773371697,0.11614786403966,0.0229262537584045,0.0233618886126638,10,"full_all"
"Rengen_Nut_0.Campanula rotundifolia.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Campanula rotundifolia",0.180211981275915,0.0381730443932249,NA,NA,1,"full_all"
"Rengen_Nut_0.Cardamine pratensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Cardamine pratensis",0.255979090177637,0.141979359498924,0.0111194265269333,0.0111610532112497,16,"full_all"
"Rengen_Nut_0.Cerastium fontanum.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Cerastium fontanum",0.281973240275005,0.0789086143307251,0.0103289089792848,0.0210145819710644,23,"full_all"
"Rengen_Nut_0.Cirsium palustre.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Cirsium palustre",0.39247072463107,0.137175293303856,0.00803563572787961,0.00723741426647149,2,"full_all"
"Rengen_Nut_0.Crepis biennis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Crepis biennis",0.379443099161254,0.249689031381902,0.0131346824923054,0.0738807598524556,46,"full_all"
"Rengen_Nut_0.Cynosurus cristatus.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Cynosurus cristatus",0.165844943879558,0.0570686818539546,0.011246397914592,0.00475057682369743,46,"full_all"
"Rengen_Nut_0.Dactylis glomerata.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Dactylis glomerata",0.178038076672601,0.0387995230752347,0.0148242674977971,0.00622195522735587,50,"full_all"
"Rengen_Nut_0.Festuca ovina.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Festuca ovina",0.245969783914791,0.0691014608938671,0.0141601414515825,0.0069718194125919,46,"full_all"
"Rengen_Nut_0.Festuca pratensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Festuca pratensis",0.197890750945608,0.0608878489790053,0.0197975681217514,0.00970451814829237,21,"full_all"
"Rengen_Nut_0.Festuca rubra.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Festuca rubra",0.204779312120223,0.0638797924981416,0.0167077048924679,0.0111066738484195,50,"full_all"
"Rengen_Nut_0.Helictotrichon pubescens.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Helictotrichon pubescens",0.194289558464901,0.0704643090800696,0.0112188434766228,0.00384096572581735,13,"full_all"
"Rengen_Nut_0.Holcus lanatus.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Holcus lanatus",0.177346313238592,0.0557841966032736,0.0129345921983238,0.00257902233842479,50,"full_all"
"Rengen_Nut_0.Holcus mollis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Holcus mollis",0.26459045228136,0.112714284468169,NA,NA,1,"full_all"
"Rengen_Nut_0.Hypericum maculatum.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Hypericum maculatum",0.251788287971297,0.127322111728509,0.0143007043130009,0.0201527146825369,15,"full_all"
"Rengen_Nut_0.Lathyrus pratensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Lathyrus pratensis",0.353614247266548,0.205156962810257,0.0197315707510262,0.00857625492141994,29,"full_all"
"Rengen_Nut_0.Leucanthemum vulgare.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Leucanthemum vulgare",0.248097710316015,0.129344489201849,0.0104970952773475,0.0206921205862251,18,"full_all"
"Rengen_Nut_0.Lolium perenne.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Lolium perenne",0.209551820001366,0.0698110562296059,0.010011942288303,0.00258758910026412,3,"full_all"
"Rengen_Nut_0.Lotus corniculatus.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Lotus corniculatus",0.238182684736979,0.0718481413522884,0.0169099197913155,0.0265473191468479,37,"full_all"
"Rengen_Nut_0.Phleum pratense.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Phleum pratense",0.202109381469293,0.0539752288468982,0.0190300794814922,0.00396883235066558,28,"full_all"
"Rengen_Nut_0.Phyteuma nigrum.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Phyteuma nigrum",0.303930056323787,0.161993544132372,0.00327646740252007,0.0408054859644285,3,"full_all"
"Rengen_Nut_0.Plantago lanceolata.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Plantago lanceolata",0.204386434290952,0.0468166937003321,0.0123999887772898,0.00250285006709309,44,"full_all"
"Rengen_Nut_0.Poa pratensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Poa pratensis",0.200883192429619,0.0628939663501332,0.0156153170199769,0.00772473009134902,46,"full_all"
"Rengen_Nut_0.Poa trivialis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Poa trivialis",0.200881105084218,0.0731567765204994,0.0138493692827531,0.0050462135691792,45,"full_all"
"Rengen_Nut_0.Ranunculus acris.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Ranunculus acris",0.182303143842278,0.0485885132856457,0.0114059850565899,0.00612961291277639,50,"full_all"
"Rengen_Nut_0.Ranunculus serpens.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Ranunculus serpens",0.332202510793542,0.227399602873271,NA,NA,1,"full_all"
"Rengen_Nut_0.Rhinanthus minor.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Rhinanthus minor",0.342259291134991,0.212051019408131,0.0146175963334966,0.041215232801865,32,"full_all"
"Rengen_Nut_0.Rumex acetosa.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Rumex acetosa",0.300068895621387,0.147429533719991,0.0131117762771688,0.0449708483025275,47,"full_all"
"Rengen_Nut_0.Stellaria graminea.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Stellaria graminea",0.277972419052138,0.0954706448942448,0.0105600319239061,0.046684096923579,12,"full_all"
"Rengen_Nut_0.Tragopogon pratensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Tragopogon pratensis",0.378181563522778,0.256299784565651,0.016371067540351,0.0289293128224899,3,"full_all"
"Rengen_Nut_0.Trifolium dubium.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Trifolium dubium",0.386839733590699,0.187196401707434,0.0115664610992926,0.0138043063687557,29,"full_all"
"Rengen_Nut_0.Trifolium hybridum.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Trifolium hybridum",0.232119467675836,0.063389032460112,0.016073235918749,0.00782164854309629,22,"full_all"
"Rengen_Nut_0.Trifolium pratense.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Trifolium pratense",0.307504362910413,0.161836892730946,0.0148574532894525,0.023024002581163,47,"full_all"
"Rengen_Nut_0.Trifolium repens.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Trifolium repens",0.248372391425305,0.0713547208020685,0.0153030311304802,0.0222502312699313,31,"full_all"
"Rengen_Nut_0.Trisetum flavescens.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Trisetum flavescens",0.179018904385336,0.0387995230752347,0.0148874057928658,0.00622195522735587,50,"full_all"
"Rengen_Nut_0.Veronica arvensis.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Veronica arvensis",0.431366278794667,0.23081661521131,0.01242504659317,0.0196183231664563,25,"full_all"
"Rengen_Nut_0.Veronica chamaedrys.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Veronica chamaedrys",0.26773213014867,0.107070066585949,0.0132685411033198,0.0456482185192335,15,"full_all"
"Rengen_Nut_0.Veronica serpyllifolia.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Veronica serpyllifolia",0.266243723208227,0.0898365340835595,0.00043171348808434,0.0489748406525177,2,"full_all"
"Rengen_Nut_0.Viola canina.CaNP-K2SO4","Rengen_Nut_0","CaNP-K2SO4","Rengen","Nut","cover","Viola canina",0.264754484877865,0.166369609770348,NA,NA,1,"full_all"
"Rengen_Nut_0.Aegopodium podagraria.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Aegopodium podagraria",0.340890381117038,0.100353772797654,NA,NA,1,"full_all"
"Rengen_Nut_0.Alopecurus pratensis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Alopecurus pratensis",0.1791684860675,0.0688041436649547,0.0123394141918057,0.00605946581818587,50,"full_all"
"Rengen_Nut_0.Angelica sylvestris.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Angelica sylvestris",0.358327125351111,0.102405051098258,0.00459268758255442,0.00178207357732098,3,"full_all"
"Rengen_Nut_0.Anthoxanthum odoratum.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Anthoxanthum odoratum",0.242400136706209,0.153676768805525,0.00867840840996543,0.00143560204075339,7,"full_all"
"Rengen_Nut_0.Anthriscus sylvestris.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Anthriscus sylvestris",0.341589903199091,0.202708756281084,0.0220055448706176,0.0217031866743509,38,"full_all"
"Rengen_Nut_0.Arrhenatherum elatius.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Arrhenatherum elatius",0.256451175365927,0.118951042410909,0.0279956624202534,0.025548007576327,50,"full_all"
"Rengen_Nut_0.Bellis perennis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Bellis perennis",0.241346381392794,0.118613913393422,0.00884719301655732,0.00478545010212261,6,"full_all"
"Rengen_Nut_0.Briza media.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Briza media",0.183555630594165,0.045144417297848,0,0,2,"full_all"
"Rengen_Nut_0.Bromus hordeaceus.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Bromus hordeaceus",0.327418646395716,0.210179090091118,0.0108756355144143,0.0239061443447868,38,"full_all"
"Rengen_Nut_0.Bromus inermis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Bromus inermis",0.249942236524026,0.100917244167583,0.0170805618173263,0.00355403915654661,10,"full_all"
"Rengen_Nut_0.Campanula rotundifolia.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Campanula rotundifolia",0.162176664926705,0.0390658845772368,NA,NA,1,"full_all"
"Rengen_Nut_0.Cardamine pratensis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Cardamine pratensis",0.247949590787526,0.136184401805977,0.00771071505190048,0.01043901356113,11,"full_all"
"Rengen_Nut_0.Cerastium fontanum.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Cerastium fontanum",0.284287655916587,0.102178713114203,0.0121981473378123,0.0178321135723315,31,"full_all"
"Rengen_Nut_0.Cirsium palustre.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Cirsium palustre",0.401905993784622,0.136290811375469,NA,NA,1,"full_all"
"Rengen_Nut_0.Crepis biennis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Crepis biennis",0.37666134107005,0.260308233926729,0.00999783488806393,0.0525321708052167,44,"full_all"
"Rengen_Nut_0.Cynosurus cristatus.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Cynosurus cristatus",0.161184484661498,0.0562871429137981,0.00974502711807916,0.00603397805375461,47,"full_all"
"Rengen_Nut_0.Dactylis glomerata.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Dactylis glomerata",0.173306418626705,0.0380407500821464,0.0128420169430813,0.00623134929145378,49,"full_all"
"Rengen_Nut_0.Festuca ovina.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Festuca ovina",0.242151317376636,0.0687068841203495,0.0127706231313738,0.0096265381012252,47,"full_all"
"Rengen_Nut_0.Festuca pratensis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Festuca pratensis",0.192864012646572,0.0603926339352662,0.0164136708933525,0.0120520467383008,24,"full_all"
"Rengen_Nut_0.Festuca rubra.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Festuca rubra",0.198551889986716,0.060631953732858,0.0139676251356386,0.0105579698987247,47,"full_all"
"Rengen_Nut_0.Helictotrichon pubescens.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Helictotrichon pubescens",0.177081676975815,0.0639200356767472,0.0122893273534646,0.00768572083385324,14,"full_all"
"Rengen_Nut_0.Holcus lanatus.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Holcus lanatus",0.173090411922152,0.0553743193640074,0.0111409284894344,0.00284352439067815,48,"full_all"
"Rengen_Nut_0.Hypericum maculatum.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Hypericum maculatum",0.237919361380304,0.0997810414954934,0.0105464147681987,0.0254852972765175,10,"full_all"
"Rengen_Nut_0.Lathyrus pratensis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Lathyrus pratensis",0.353006358563959,0.204572098888534,0.0125564713800504,0.00917821026718085,31,"full_all"
"Rengen_Nut_0.Leucanthemum vulgare.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Leucanthemum vulgare",0.244818309728247,0.12325835047505,0.0120861310213627,0.0280020018071281,26,"full_all"
"Rengen_Nut_0.Lolium perenne.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Lolium perenne",0.194572800360344,0.0744917377379013,0.00724533207217652,0.0138986061003882,4,"full_all"
"Rengen_Nut_0.Lotus corniculatus.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Lotus corniculatus",0.238645142010112,0.0795930560207369,0.00931859090798467,0.0351042915849545,37,"full_all"
"Rengen_Nut_0.Nardus stricta.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Nardus stricta",0.229562570659544,0.0475756411461414,NA,NA,1,"full_all"
"Rengen_Nut_0.Phleum pratense.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Phleum pratense",0.198801827712265,0.0532869893495273,0.0157927314584498,0.00462318071848359,41,"full_all"
"Rengen_Nut_0.Phyteuma nigrum.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Phyteuma nigrum",0.300813894800298,0.137525697849297,0.014211377875412,0.0289518998201072,4,"full_all"
"Rengen_Nut_0.Plantago lanceolata.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Plantago lanceolata",0.200423814381672,0.0464134605452,0.0100511602150947,0.00274312353988818,50,"full_all"
"Rengen_Nut_0.Platanthera bifolia.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Platanthera bifolia",0.256192955536956,0.0648614910237952,NA,NA,1,"full_all"
"Rengen_Nut_0.Poa pratensis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Poa pratensis",0.19382554218006,0.0611646903647702,0.0115189575781268,0.00768704540238346,46,"full_all"
"Rengen_Nut_0.Poa trivialis.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Poa trivialis",0.196812502679198,0.0725574681576923,0.0111289564419216,0.0056741284756801,47,"full_all"
"Rengen_Nut_0.Potentilla erecta.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Potentilla erecta",0.181890455042486,0.0540884042419775,NA,NA,1,"full_all"
"Rengen_Nut_0.Ranunculus acris.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Ranunculus acris",0.177761410934905,0.0464134605452,0.00867985682390208,0.00274312353988818,50,"full_all"
"Rengen_Nut_0.Ranunculus serpens.CaNP-KCl","Rengen_Nut_0","CaNP-KCl","Rengen","Nut","cover","Ranunculus serpens",0.32916465321761,0.177180939651495,0.00731848521611258,0.0614748599820577,4,"full_all"
